row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
893,e509cda,2003,52360.9275,0.100266624,1005.626194,,224678.8746,630210.9997,5.393351987,44.33630745,2521921.691,4038514.32,1532603.077,1.899367166,181.3061442,17.07200703,11.8124857,804.0189864,18.26967111,42.9944062,4.479933138,13.17058895,,,5.504872001,27.36861302,,,,17.16990475,53.5936885,18.0379335,64.8031662,48.93804696,2.366071514,22.83756594,0.308948152,,7.002167355,230.6698709,6.260995511,1608229.5,1.341401701,,-1.589376813
894,4585568,2004,2140135.589,3.732443179,1891.721775,,7934583.062,16349364.28,1.353043121,65.82189873,37806537.36,142972291,104229148,-0.39559097,240.0807899,-10.66115882,4.943026813,18414.53411,21.82928685,40.24349523,,,13.49830066,9.6342459,9.093040545,23.26622926,,,,44.58449083,43.4220025,72.66040162,95.51178069,21.22857887,21.20255741,0.954555194,,0.49630418,101.1552242,1628388.702,7.653695519,73591242.63,3.521295001,9.689669038,-1.445476677
895,5dbddf9,2008,373919.8229,41.26148731,1461.407163,,13483.93505,664281.9657,6.293544397,60.56377529,20902663.9,27144878.72,6461807.111,2.536784282,117.7022082,25.69596559,189.017504,1315.927189,54.51614551,,47.674701,178.206862,5.922530383,13.64371645,5.69747629,27.98680568,,,,10.90404408,78.51093981,27.96348969,45.13623843,34.23256019,1.914842914,19.9691749,0.010014452,,42.91764374,4216.863809,8.92140411,7535921.023,2.310188544,28.17562211,-2.724454867
896,889f053,2011,232739.9109,54.14601575,1022.371376,,5453.131587,526165.7785,4.531227325,63.18434369,16411229.53,24044023.77,7755035.99,2.64411617,72.20010928,94.86868454,30.46096556,3856.697723,33.30274649,,1.602495153,19.69666206,,10.32189591,2.076411485,14.83164938,,,,11.91810205,62.05106882,53.36591649,55.02522204,63.33807356,10.65615269,22.40568933,0.010122077,,64.14154384,19277.45792,15.56719556,5549539.542,4.958025211,0.296479808,-2.407446228
897,0593aa0,2007,70.57925633,58.33100063,984.9591198,,172.6306544,336.6983346,2.255801255,72.04937397,66924.81729,104276.6271,37087.0818,0.311386563,120.8587515,91.74284213,159.1860075,11954.37409,57.93085224,,3.674419132,254.0371945,19.3553702,36.41009714,29.99821716,46.94706479,,92.95719098,93.34607838,47.81160244,24.79108726,99.03333471,95.31452952,25.26552398,16.96521187,2.794280939,,,88.39369815,236.3827226,,,,26.37716643,0.38915482
898,6966b4a,2012,6165.619659,1.090353086,911.459336,,4866.810413,10300.89964,5.705515433,59.83524059,773743.8759,1824106.145,1052814.395,3.149911465,62.03624427,37.31737627,159.4314671,1564.704715,44.68054839,,15.77664012,77.22571729,,24.00652078,18.78441537,25.98948991,,74.29025119,72.6934846,14.27019025,63.15859692,58.12840942,89.40249434,56.16343084,7.049846626,1.449973084,0.152479795,,42.38962433,460.7210485,9.296527837,581880.1193,1.250795272,7.402280633,0
899,e256731,2002,375409.1085,57.54251948,2297.373573,,20205.48641,781284.6446,4.288190619,62.14326957,97736467.45,145242687.1,48343750.34,2.111128626,175.5818459,-11.88121154,11.12780603,3543.180124,15.50487372,,2.86592916,14.69697913,10.2463394,6.156684019,4.86244534,41.68411219,,46.79627379,58.09839122,21.622617,49.93264493,39.7633925,89.1745228,49.60241597,3.214251052,37.17428786,0.010129959,1.000039207,78.98577351,114926.3037,7.861766556,44567311.65,4.423541881,21.21879893,-1.712320043
900,11c9833,2000,33042.45958,100.7571363,7334.286807,,590.2893928,996200.6809,3.214882383,69.8234126,40740207.13,68617625.09,29722406.37,1.857347565,225.4152324,33.58204959,54.02109214,7309.134371,22.90194489,,1.357252843,19.3424634,,17.56673561,4.529587574,14.73668771,,83.02783364,84.46807936,18.33501796,63.74686306,82.63262058,95.44129115,36.01983626,20.90738388,1.823991642,0.00992496,0.504077471,96.17411451,143745.0166,8.923067322,20284869.01,2.701183744,1.971911354,-0.009994514
901,583201c,2013,156845.2762,0.705031842,1681.975924,,91137.29711,228829.9842,4.180340938,61.79540094,12594691.11,26653873.79,13868779.37,2.354448517,281.8432262,,,3880.710849,46.73737177,,2.823817356,51.1322367,,15.34121667,4.165915683,48.16370025,,87.11043235,86.19030151,,,14.72820018,87.61059432,47.38119753,10.11113646,19.09615565,0.108365186,,69.804234,14441.95155,2.197139543,12079583.29,0.538589852,10.73637009,0.030251721
902,30e2302,2003,403621.6037,10.22108526,1452.32268,,15262.17994,2341597.962,2.374451077,71.00703627,12198002.88,32590817.71,20095195.81,1.252208843,138.4637217,73.92858367,12.15386068,11574.08903,23.9736234,,0.371531566,7.326359173,27.92891826,,4.65729898,33.12010242,,92.03462672,96.2084754,19.60517149,59.78774046,86.26939796,88.44126232,34.7256146,15.17142589,4.939444894,0.009881606,,100.7634717,91993.34278,23.77392908,9421791.609,3.226283302,6.28058868,-1.775663537
903,893d538,2003,128996.244,0.197442172,1682.749637,,36687.82873,202753.8493,6.747180218,49.92595252,23166988.91,26696670.44,3317035.636,3.499771789,182.03651,11.28066063,26.2909304,1168.852005,24.98524311,,16.05573829,38.2021396,,10.22403554,4.028509214,30.6523966,,,,10.09401007,44.81685988,16.05062711,61.91116798,38.98547259,1.60196015,13.49087549,0.72860106,,10.34547201,1604.956865,3.149880884,9363377.6,2.436601332,24.9371804,-1.593848776
904,be60011,2014,1857.381305,,3834.962478,,8280.269701,18049.9005,2.178752191,77.05316218,81308.45823,268530.7288,188474.8816,1.664631774,,,,,,,,,,,3.182239078,,,,,,,99.60597726,98.78778627,,,0,,,101.433041,4208.171512,14.54492332,131840.4226,,,
905,6b615ad,2011,414646.2464,65.43488561,3368.366089,,576598.9142,1109408.903,1.965224249,73.93834125,11441224.86,46231617.82,34824623.16,1.058894063,267.6445238,63.6362436,6.979931973,11662.47749,19.99349639,53.12951473,0.317970534,21.79471774,14.31285153,4.962724412,10.51123489,55.34494681,92.61378451,96.73567148,95.51197202,31.59265741,33.51987354,80.56112988,89.39367428,23.18989688,18.58462354,5.372406729,0.030446577,,96.83873629,76456.32116,10.35560824,23531505.12,3.132591433,12.19985074,-1.244179468
906,085807f,2011,97447.32711,0.49604797,1747.690635,,196584.2495,468009.0378,4.970373501,55.50345434,10004877.57,20160063.14,10750228.94,2.699059024,234.6414797,27.01038869,19.17751132,2707.615131,30.9388322,,2.142607404,29.35714751,,13.29758948,4.134456439,14.09967889,,86.44026988,89.32108365,10.89329086,54.90994575,44.35361726,73.97220931,41.46263021,7.351024132,7.031134046,0.278736357,0.201400405,52.88448173,5684.6405,4.332069206,8933084.489,1.181039228,14.08050887,-0.650096919
907,e15a18a,2000,42037.01841,48.58242324,2137.830697,,39394.3541,141366.7068,4.035048339,61.82493252,20297875.43,23810014.46,3134914.773,1.82740938,157.7855433,1.715618132,32.87882114,1552.204316,32.12881024,,7.084084469,16.43902767,8.847945482,12.76311997,2.495385326,28.20923976,,65.73166026,73.29976513,9.020228649,73.51322246,21.51878689,75.9098714,50.5533182,1.50342056,65.38365483,0.039807137,,27.15693947,3113.086669,1.789728691,12011559.22,0.961562506,5.860685749,-1.21419303
908,8e8dfae,2013,137.9984584,49.70395278,2872.226928,,63.13867653,422.5652767,1.775592187,74.58851576,192629.2871,281686.7263,88471.77031,0.326872475,156.6910171,,,15307.11698,52.78437017,,,,23.44589951,46.8339686,5.091072969,32.08155863,,,,,,95.42873466,99.72531638,20.54981906,26.25405477,0.813450652,0.108034915,,99.65359961,1438.358925,11.54394408,152682.8018,,17.01997303,1.32170516
909,7e222a7,2005,52150.61064,1.202889243,1555.461638,,222845.458,253124.6671,4.222520643,59.46790715,234837.1355,1408296.848,1185520.347,2.79490875,153.2602142,77.70660677,4.019397118,17054.77977,24.19661655,41.57358531,0.587005391,36.20177981,,12.45640055,1.902091104,43.46184996,,,,38.80791233,49.46945976,40.50021274,87.90212216,58.25469287,10.37943288,2.128385287,0.364936321,0.301098778,82.90105707,4941.190406,17.07864178,407675.2299,1.214003139,9.018869027,0.303973362
910,ba8e2c5,2011,214854.2362,39.42750593,3460.157641,,464116.4225,889744.1905,2.410364217,73.68655355,3331366.475,29642066.44,25871414.33,1.488111124,211.8682852,59.97501528,9.16079403,16898.12248,19.96993868,,0.016373316,1.692662899,,6.044172485,9.224929395,108.4314458,93.02917443,93.25898778,95.00398278,39.17218665,39.56408228,95.0971092,91.89599088,22.91240116,23.06817991,5.455071504,0.04040808,,99.67781632,175337.6838,7.849677556,13541392.79,1.12240179,17.10871745,-1.087094216
911,dd64913,2006,5514.567454,101.6991436,20809.64746,,3160.656456,84818.93567,2.047611911,76.59681752,921307.0303,5301987.533,4320346.813,13.49965078,119.9576168,98.25796272,3.951551338,90045.99936,49.84774703,,,,,,13.50952997,60.84098449,,,,45.80371003,45.3388503,99.24440502,100.7261531,26.02579598,26.65350099,0,,,99.21261876,123821.0436,3.170469544,3464492.878,3.181131876,4.985081781,0.906745988
912,8fb5447,2000,91.49453351,,1505.076687,,10.00462093,296.4134915,2.940740616,70.11111591,202968.3478,274836.1715,76167.78122,2.088380214,34.41048322,100.8480318,89.48993448,,,,3.177956305,68.73758307,13.52474368,74.32820725,2.910819447,29.42302619,,96.39090823,96.98931372,69.54601849,44.78575281,80.62978767,94.50222847,51.1501558,2.988593677,17.70667741,,,84.46696949,459.1853102,1.975462845,91300.75819,,6.071900946,1.103713059
913,889f053,2008,238206.9297,53.69846056,957.6285584,,5568.332264,533282.7428,4.974963962,63.55547752,15763935.46,21920204.42,6821077.247,2.782954373,67.98178042,85.9629831,25.99291169,4277.650259,42.80797932,,1.688298976,19.34143765,,13.15052797,1.677544832,19.10384719,,69.24523684,75.23972076,12.19835025,63.09708472,52.78755037,53.86787208,62.32792591,9.883986169,24.63944379,0.009930566,,60.27405069,22662.67658,15.03810758,5111507.865,4.388729415,0.300760282,-1.976410348
914,893d538,2004,134672.4393,0.201106834,1495.724483,,35735.24725,197875.443,6.772964894,50.90471945,23737096.05,27385659.57,3579231.095,3.540889057,178.3148464,14.13318625,34.52857184,1197.870796,23.11453298,,15.88172825,43.68896738,,11.02770685,4.237558001,56.96909112,,,,10.91730818,43.19889502,16.28373111,62.33847062,38.59005089,1.705877581,13.20148358,0.723421054,0.099004902,11.03386521,1749.475851,2.580377346,9903520.068,2.299967894,24.27664972,-1.276631764
915,07f62b0,2002,2651996.913,6.250116314,2846.781717,,5202485.278,8501837.81,2.1340541,71.56394949,32593226.12,180718593.2,145490071.7,1.314830954,490.5199495,8.941311843,4.938359573,11788.32068,13.34188717,57.32902989,0.044344827,1.199872667,15.53174573,4.544808533,6.624334455,21.9224705,,,97.85470051,40.4586148,34.43166171,77.24028716,95.54729489,28.51268581,13.79215858,7.838716828,0.03973203,,95.17965678,326058.8099,9.171877954,83970706.16,1.912810051,6.282114994,0.278827231
916,66b86bf,2003,52806.01318,8.414651261,2366.333771,,35896.00861,107285.1252,1.274000933,72.41329895,2367025.805,7832796.458,5325327.885,-0.790929743,329.0093415,-22.31773538,5.880987159,10986.62822,45.36847638,,,,20.1777053,25.54452584,11.66846747,32.02063947,,97.97219308,96.85867374,36.5143076,40.49535998,87.2103021,99.13655752,24.46925502,19.02260816,0,,3.932857571,101.5431767,47644.25844,13.82513953,3297218.476,2.690135012,26.48020908,0.152766746
917,abd1492,2007,1770113.337,41.15765669,2622.425744,,693641.0505,2934530.051,2.794394802,66.21190194,835412777,1197511422,347639384,1.533379798,163.1475677,-2.173996382,4.001148346,3728.41815,25.4841359,,0.112446175,1.126805863,12.35506778,13.18030266,4.388814918,25.75732604,,97.69269458,95.29908486,11.04508644,60.31734407,33.23591908,87.9994911,53.41651754,2.380523677,54.74767732,0.020009896,1.863955641,71.33088949,1412575.747,4.141152948,460458414.9,2.445856684,9.262530933,-1.163897357
918,abd1492,2004,1788374.164,39.34962378,2350.507534,,663082.3733,2963951.435,3.006093145,64.53969301,792729888.7,1137814674,321841178.8,1.606922605,148.7295112,-3.94492026,5.94632143,2987.329581,19.92652489,,0.111746801,0.692478462,9.643724481,10.66271354,6.904125469,52.05878176,,,,9.160208663,61.01199814,29.17237137,83.74345311,53.03794133,1.975797493,59.73152272,0.029957319,1.877513598,65.15649404,1145535.819,4.423135661,457387683,2.967543877,8.312737033,-1.244157524
919,611025c,2011,55405.35987,1.996622348,2094.663306,,32292.78867,95749.91287,5.085106609,58.27968602,13321178.36,15500027.91,2451177.88,3.047880882,176.0840609,0.812511852,16.66708369,1057.067959,27.50423696,,10.27411751,50.33951116,15.69956434,4.169481451,7.014345807,7.139978952,,,,6.070802769,70.9074509,39.76970716,81.52420316,32.01979604,3.309354211,8.864624835,0.651210374,,7.700677805,1172.495,6.590293417,6541162.563,0.672503056,21.8852794,-0.070535296
920,07f62b0,2000,2638378.377,5.724754353,2609.380394,,5159183.499,8435492.918,2.270240666,69.99251513,32995845.84,172472819.4,142246314.3,1.433843619,451.7957196,15.72028714,7.029727159,11159.54537,12.5699096,,0.038411368,1.395255428,13.90075144,3.782532699,12.78649395,19.10362458,86.17197706,,,39.67050794,34.34938418,73.80262526,92.05923558,29.53967701,13.11593877,9.014682843,0.039313339,,94.98091071,321609.764,14.10321838,80338818.93,1.737011123,5.707332539,0.178775496
921,c9d2604,2011,26993.13781,0.599619942,1190.277924,,43669.73719,97584.71006,4.984807729,60.5065672,2116503.272,4145678.854,1926064.612,3.051782458,80.65552931,57.67862016,96.61773197,728.0337554,94.60851888,,53.41804997,188.8362218,17.38158606,120.6387858,3.561844145,35.26022144,,40.26494025,41.31748447,7.040994065,65.74196193,15.72956872,72.35317594,39.11998078,5.125027137,45.92473213,0.100643749,,4.097261866,903.0899518,2.300164476,1310336.369,0.861823528,9.77491517,-0.426594193
922,ea3bfc2,2000,17339.50586,32.57073009,3852.146836,,168794.8644,200628.7759,3.047587686,65.85480734,547574.5393,744306.9917,215802.3387,-0.260878618,433.7763634,-85.23867006,14.88398502,4516.180209,112.6732599,,17.43376338,152.334042,,51.80561797,21.56443792,26.80040227,,,,34.31915538,49.36133502,80.24144043,87.13789902,44.06933635,12.46054491,1.309935141,0.171807915,,74.06676433,1594.097126,12.95033287,272571.9597,1.74658053,18.67016897,-0.605758053
923,ee5721a,2013,420177.1078,5.718431149,1490.582436,,48456.41145,1223397.512,6.437991952,57.1326217,10251007.21,16438205,6205594.457,2.949706995,203.0331308,,,1805.944752,40.2587605,,10.82892785,85.57189157,12.80722731,19.50784011,11.11473689,49.99971918,,,61.43680679,,,23.42846886,74.26014035,53.76363355,5.769204344,9.655071722,0.059241376,,30.48903583,1045.900658,7.30913856,6013255.584,1.145060637,10.33725264,-1.672966064
924,508731a,2003,225887.677,57.32173741,3491.133281,,748023.9249,1300480.464,2.76112383,71.60733242,6806144.364,27372840.13,19655108.52,1.247809208,212.0719022,44.52474613,10.18030723,6921.794635,18.44295777,54.37326158,0.888120726,18.39854898,13.5395767,7.131989359,6.673683505,31.9520435,,,99.5821841,21.67720027,55.91108932,66.01942659,80.6698992,30.32145986,12.97733167,16.47198861,,,74.62128121,26422.06802,5.861582669,13367400.9,1.507786067,17.46923212,-1.199736742
925,f405b98,2003,35629.10754,2.501667639,1025.028922,,28298.50035,70771.13389,6.186102796,41.57693837,3308337.595,5298233.808,1913171.247,4.824707359,112.9294421,30.28071131,262.8866345,1032.21048,31.70181551,39.80969282,24.48819599,65.42611862,8.306928465,11.66320189,10.19582592,68.88769705,,,,7.967786426,61.07505916,11.50872216,49.42920703,52.4542562,3.597315404,24.46001764,,,11.94625513,654.4656177,3.444123119,1857158.324,2.066243875,14.66313159,-1.102833192
926,845041,2011,76041.33966,40.92469655,3754.087956,,223582.093,331925.9369,2.093322859,73.60170965,7944287.303,28207128.64,20922347.47,1.871893559,471.0037291,71.18853275,4.991421868,21814.93698,68.51694142,,0.014287179,1.418345696,14.83321484,26.17629936,11.90178096,28.52260879,,96.60298348,96.92484448,44.5420049,43.41667463,95.87030427,98.62786114,22.12929549,11.3492133,0.458994183,0.050081588,0.592111578,101.0338375,220584.1341,3.101446896,13043649.79,1.583806739,10.31899044,0.08028424
927,100c476,2005,88.40537472,6.230082918,1624.897728,,99.12468597,433.4484018,2.25753605,74.13779446,64188.04691,87802.21024,26539.93297,1.104895239,107.3817661,101.0714437,63.06502109,20294.53925,65.97761538,,0.822230449,90.23038553,16.80147221,68.35700802,4.713468268,26.09145108,,,,53.67600285,28.10411459,89.05946106,97.68259411,24.61211015,21.13662604,0.915478841,,,90.96725425,430.4872176,,,,10.69319884,0.849931664
928,6b615ad,2012,429742.6098,68.56153664,3706.325839,,593342.0063,1124116.166,1.98030585,73.14163805,11237411.15,47174782.65,35585518.8,1.013981116,273.4522657,63.02309629,7.004105791,11620.86896,20.09137911,53.4268736,0.215441214,16.36460608,13.14187913,5.205389176,11.68094751,56.19949474,,92.53423163,94.1484759,33.34324607,33.69768688,80.89805363,92.38819355,22.17946191,19.08219182,4.943341667,0.020352198,,98.72996441,80674.50535,9.936839249,24882215.44,3.21963733,12.0580843,-1.402046003
929,75c02b8,2007,2121481.134,6.8950011,1326.892736,,33605.02635,2742103.188,2.482391686,67.65785825,7168842.06,15494993.2,8545186.972,1.132588987,415.7210842,-77.57188627,3.021235858,18758.52557,42.68301161,29.54336641,0.226389323,13.44724213,,14.3806532,19.38284191,14.98098057,,98.88225059,97.20535301,50.37172767,40.18620737,96.22670922,92.92896903,30.89109458,18.02946904,0.04924764,0.020256596,0.509946391,99.97373071,218304.1987,7.372430445,8197245.014,1.283094053,15.94542917,0.578964531
930,5dbddf9,2013,372729.0839,41.9539444,2042.218386,,13601.19321,643328.046,5.11928552,61.66893137,23099083.08,31808988.83,8228685.639,3.25186517,114.1751481,,,1793.562318,50.12440812,,24.84549667,164.3891554,6.939915023,12.04506595,6.718279835,33.77484681,,,,,,30.6227598,53.5405094,38.13108809,2.687262615,15.28511302,0.0101706,,66.83746057,10128.7195,8.3969063,9115134.77,1.066930303,27.72716229,-2.489657856
931,e8bfe1e,2007,9770.48282,53.90718772,1067.704711,,977.5415989,88723.43153,3.653579565,73.09747406,1151044.926,6304023.872,5064523.563,4.347921631,171.2490007,99.47999554,27.17906336,9605.25211,90.06105095,,3.615615973,103.3845452,,42.56888202,6.520200331,46.57385962,92.29546689,,,28.29367751,46.20763206,99.05603145,96.25060007,28.47716335,24.03951003,0.127208429,0.009823384,0.294887368,99.76621966,22013.29568,13.34743679,1649109.7,6.050254171,6.386709694,-0.306692395
932,c3668f5,2001,21978.98052,6.319855448,2560.657167,,49433.10967,74869.07901,2.754989974,74.41231649,1163776.723,3037290.174,1944330.634,1.949561001,255.0842366,64.25737894,38.14997879,10399.07731,69.04763186,57.70067611,0.230571114,9.042521032,,24.01279186,3.698678057,104.7397335,,94.94382897,98.02061723,35.95130149,41.87578151,66.96602432,90.99644477,31.6299629,15.53265783,7.380405401,0.060043142,,81.66019044,7016.82835,14.59357898,1349869.153,0,9.810864745,
933,583201c,2005,151238.4329,0.800699935,1436.837237,,89180.9438,226534.5464,4.438059689,57.79030795,11452031.09,21446388.75,10168961.45,2.655239107,244.4708305,38.76938945,30.47895252,2524.424664,61.4438376,42.09017615,10.94895227,52.85639979,,22.00027932,5.108711054,25.30928126,,65.43021688,65.30543404,16.06147207,63.86705767,11.84202604,77.84059816,50.84860711,6.294806521,20.6010056,0.12139016,,54.25102164,6911.76233,4.703795288,9448674.588,0.596965814,11.10573155,0.182924191
934,be60011,2009,2056.413404,101.2169352,3816.761253,,8254.365035,18518.55483,2.165592703,75.53368732,82818.85189,247593.0236,164895.2195,1.305409884,90.13716316,92.85433337,15.93200763,,,,,,,,3.938279753,8.112116092,,,,48.71540269,34.89426579,100.8326884,98.89918069,,,0,,,100.9455491,2968.844593,14.03856499,116699.0295,,,
